interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,mkt_region,zone,load_area
2023-01-01T00:00:00-05:00,2023-01-01T05:00:00+00:00,2023-01-01T01:00:00-05:00,2023-01-01T06:00:00+00:00,WEST,AEP,AEPOPT
2023-01-01T00:00:00-05:00,2023-01-01T05:00:00+00:00,2023-01-01T01:00:00-05:00,2023-01-01T06:00:00+00:00,WEST,AP,AP
2023-01-01T00:00:00-05:00,2023-01-01T05:00:00+00:00,2023-01-01T01:00:00-05:00,2023-01-01T06:00:00+00:00,WEST,ATSI,OE
2023-01-01T00:00:00-05:00,2023-01-01T05:00:00+00:00,2023-01-01T01:00:00-05:00,2023-01-01T06:00:00+00:00,WEST,ATSI,PAPWR
2023-01-01T00:00:00-05:00,2023-01-01T05:00:00+00:00,2023-01-01T01:00:00-05:00,2023-01-01T06:00:00+00:00,WEST,CE,CE
2023-01-01T00:00:00-05:00,2023-01-01T05:00:00+00:00,2023-01-01T01:00:00-05:00,2023-01-01T06:00:00+00:00,WEST,DAY,DAY
2023-01-01T00:00:00-05:00,2023-01-01T05:00:00+00:00,2023-01-01T01:00:00-05:00,2023-01-01T06:00:00+00:00,WEST,DEOK,DEOK
2023-01-01T00:00:00-05:00,2023-01-01T05:00:00+00:00,2023-01-01T01:00:00-05:00,2023-01-01T06:00:00+00:00,WEST,DUQ,DUQ
2023-01-01T00:00:00-05:00,2023-01-01T05:00:00+00:00,2023-01-01T01:00:00-05:00,2023-01-01T06:00:00+00:00,WEST,EKPC,EKPC
2023-01-01T00:00:00-05:00,2023-01-01T05:00:00+00:00,2023-01-01T01:00:00-05:00,2023-01-01T06:00:00+00:00,WEST,OVEC,OVEC
2023-01-01T01:00:00-05:00,2023-01-01T06:00:00+00:00,2023-01-01T02:00:00-05:00,2023-01-01T07:00:00+00:00,MIDATL,AE,AECO
2023-01-01T01:00:00-05:00,2023-01-01T06:00:00+00:00,2023-01-01T02:00:00-05:00,2023-01-01T07:00:00+00:00,MIDATL,AE,VMEU
2023-01-01T01:00:00-05:00,2023-01-01T06:00:00+00:00,2023-01-01T02:00:00-05:00,2023-01-01T07:00:00+00:00,MIDATL,BC,BC
2023-01-01T01:00:00-05:00,2023-01-01T06:00:00+00:00,2023-01-01T02:00:00-05:00,2023-01-01T07:00:00+00:00,MIDATL,DPL,DPLCO
2023-01-01T01:00:00-05:00,2023-01-01T06:00:00+00:00,2023-01-01T02:00:00-05:00,2023-01-01T07:00:00+00:00,MIDATL,DPL,EASTON
2023-01-01T01:00:00-05:00,2023-01-01T06:00:00+00:00,2023-01-01T02:00:00-05:00,2023-01-01T07:00:00+00:00,MIDATL,JC,JC
2023-01-01T01:00:00-05:00,2023-01-01T06:00:00+00:00,2023-01-01T02:00:00-05:00,2023-01-01T07:00:00+00:00,MIDATL,ME,ME
2023-01-01T01:00:00-05:00,2023-01-01T06:00:00+00:00,2023-01-01T02:00:00-05:00,2023-01-01T07:00:00+00:00,MIDATL,PE,PE
2023-01-01T01:00:00-05:00,2023-01-01T06:00:00+00:00,2023-01-01T02:00:00-05:00,2023-01-01T07:00:00+00:00,MIDATL,PEP,PEPCO
2023-01-01T01:00:00-05:00,2023-01-01T06:00:00+00:00,2023-01-01T02:00:00-05:00,2023-01-01T07:00:00+00:00,MIDATL,PEP,SMECO
2023-01-01T01:00:00-05:00,2023-01-01T06:00:00+00:00,2023-01-01T02:00:00-05:00,2023-01-01T07:00:00+00:00,MIDATL,PL,PLCO
2023-01-01T01:00:00-05:00,2023-01-01T06:00:00+00:00,2023-01-01T02:00:00-05:00,2023-01-01T07:00:00+00:00,MIDATL,PL,UGI
2023-01-01T01:00:00-05:00,2023-01-01T06:00:00+00:00,2023-01-01T02:00:00-05:00,2023-01-01T07:00:00+00:00,MIDATL,PN,PN
2023-01-01T01:00:00-05:00,2023-01-01T06:00:00+00:00,2023-01-01T02:00:00-05:00,2023-01-01T07:00:00+00:00,MIDATL,PS,PS
2023-01-01T01:00:00-05:00,2023-01-01T06:00:00+00:00,2023-01-01T02:00:00-05:00,2023-01-01T07:00:00+00:00,MIDATL,RECO,RECO
2023-01-01T01:00:00-05:00,2023-01-01T06:00:00+00:00,2023-01-01T02:00:00-05:00,2023-01-01T07:00:00+00:00,RTO,RTO,RTO
2023-01-01T01:00:00-05:00,2023-01-01T06:00:00+00:00,2023-01-01T02:00:00-05:00,2023-01-01T07:00:00+00:00,SOUTH,DOM,DOM
2023-01-01T01:00:00-05:00,2023-01-01T06:00:00+00:00,2023-01-01T02:00:00-05:00,2023-01-01T07:00:00+00:00,WEST,AEP,AEPAPT
2023-01-01T01:00:00-05:00,2023-01-01T06:00:00+00:00,2023-01-01T02:00:00-05:00,2023-01-01T07:00:00+00:00,WEST,AEP,AEPIMP
2023-01-01T01:00:00-05:00,2023-01-01T06:00:00+00:00,2023-01-01T02:00:00-05:00,2023-01-01T07:00:00+00:00,WEST,AEP,AEPKPT
2023-01-01T01:00:00-05:00,2023-01-01T06:00:00+00:00,2023-01-01T02:00:00-05:00,2023-01-01T07:00:00+00:00,WEST,AEP,AEPOPT
2023-01-01T01:00:00-05:00,2023-01-01T06:00:00+00:00,2023-01-01T02:00:00-05:00,2023-01-01T07:00:00+00:00,WEST,AP,AP
2023-01-01T01:00:00-05:00,2023-01-01T06:00:00+00:00,2023-01-01T02:00:00-05:00,2023-01-01T07:00:00+00:00,WEST,ATSI,OE
2023-01-01T01:00:00-05:00,2023-01-01T06:00:00+00:00,2023-01-01T02:00:00-05:00,2023-01-01T07:00:00+00:00,WEST,ATSI,PAPWR
2023-01-01T01:00:00-05:00,2023-01-01T06:00:00+00:00,2023-01-01T02:00:00-05:00,2023-01-01T07:00:00+00:00,WEST,CE,CE
2023-01-01T01:00:00-05:00,2023-01-01T06:00:00+00:00,2023-01-01T02:00:00-05:00,2023-01-01T07:00:00+00:00,WEST,DAY,DAY
2023-01-01T01:00:00-05:00,2023-01-01T06:00:00+00:00,2023-01-01T02:00:00-05:00,2023-01-01T07:00:00+00:00,WEST,DEOK,DEOK
2023-01-01T01:00:00-05:00,2023-01-01T06:00:00+00:00,2023-01-01T02:00:00-05:00,2023-01-01T07:00:00+00:00,WEST,DUQ,DUQ
2023-01-01T01:00:00-05:00,2023-01-01T06:00:00+00:00,2023-01-01T02:00:00-05:00,2023-01-01T07:00:00+00:00,WEST,EKPC,EKPC
2023-01-01T01:00:00-05:00,2023-01-01T06:00:00+00:00,2023-01-01T02:00:00-05:00,2023-01-01T07:00:00+00:00,WEST,OVEC,OVEC
2023-01-01T02:00:00-05:00,2023-01-01T07:00:00+00:00,2023-01-01T03:00:00-05:00,2023-01-01T08:00:00+00:00,MIDATL,AE,AECO
2023-01-01T02:00:00-05:00,2023-01-01T07:00:00+00:00,2023-01-01T03:00:00-05:00,2023-01-01T08:00:00+00:00,MIDATL,AE,VMEU
2023-01-01T02:00:00-05:00,2023-01-01T07:00:00+00:00,2023-01-01T03:00:00-05:00,2023-01-01T08:00:00+00:00,MIDATL,BC,BC
2023-01-01T02:00:00-05:00,2023-01-01T07:00:00+00:00,2023-01-01T03:00:00-05:00,2023-01-01T08:00:00+00:00,MIDATL,DPL,DPLCO
2023-01-01T02:00:00-05:00,2023-01-01T07:00:00+00:00,2023-01-01T03:00:00-05:00,2023-01-01T08:00:00+00:00,MIDATL,DPL,EASTON
2023-01-01T02:00:00-05:00,2023-01-01T07:00:00+00:00,2023-01-01T03:00:00-05:00,2023-01-01T08:00:00+00:00,MIDATL,JC,JC
2023-01-01T02:00:00-05:00,2023-01-01T07:00:00+00:00,2023-01-01T03:00:00-05:00,2023-01-01T08:00:00+00:00,MIDATL,ME,ME
2023-01-01T02:00:00-05:00,2023-01-01T07:00:00+00:00,2023-01-01T03:00:00-05:00,2023-01-01T08:00:00+00:00,MIDATL,PE,PE
2023-01-01T02:00:00-05:00,2023-01-01T07:00:00+00:00,2023-01-01T03:00:00-05:00,2023-01-01T08:00:00+00:00,MIDATL,PEP,PEPCO
2023-01-01T02:00:00-05:00,2023-01-01T07:00:00+00:00,2023-01-01T03:00:00-05:00,2023-01-01T08:00:00+00:00,MIDATL,PEP,SMECO
2023-01-01T02:00:00-05:00,2023-01-01T07:00:00+00:00,2023-01-01T03:00:00-05:00,2023-01-01T08:00:00+00:00,MIDATL,PL,PLCO
2023-01-01T02:00:00-05:00,2023-01-01T07:00:00+00:00,2023-01-01T03:00:00-05:00,2023-01-01T08:00:00+00:00,MIDATL,PL,UGI
2023-01-01T02:00:00-05:00,2023-01-01T07:00:00+00:00,2023-01-01T03:00:00-05:00,2023-01-01T08:00:00+00:00,MIDATL,PN,PN
2023-01-01T02:00:00-05:00,2023-01-01T07:00:00+00:00,2023-01-01T03:00:00-05:00,2023-01-01T08:00:00+00:00,MIDATL,PS,PS
2023-01-01T02:00:00-05:00,2023-01-01T07:00:00+00:00,2023-01-01T03:00:00-05:00,2023-01-01T08:00:00+00:00,MIDATL,RECO,RECO
2023-01-01T02:00:00-05:00,2023-01-01T07:00:00+00:00,2023-01-01T03:00:00-05:00,2023-01-01T08:00:00+00:00,RTO,RTO,RTO
2023-01-01T02:00:00-05:00,2023-01-01T07:00:00+00:00,2023-01-01T03:00:00-05:00,2023-01-01T08:00:00+00:00,SOUTH,DOM,DOM
2023-01-01T02:00:00-05:00,2023-01-01T07:00:00+00:00,2023-01-01T03:00:00-05:00,2023-01-01T08:00:00+00:00,WEST,AEP,AEPAPT
2023-01-01T02:00:00-05:00,2023-01-01T07:00:00+00:00,2023-01-01T03:00:00-05:00,2023-01-01T08:00:00+00:00,WEST,AEP,AEPIMP
2023-01-01T02:00:00-05:00,2023-01-01T07:00:00+00:00,2023-01-01T03:00:00-05:00,2023-01-01T08:00:00+00:00,WEST,AEP,AEPKPT
2023-01-01T02:00:00-05:00,2023-01-01T07:00:00+00:00,2023-01-01T03:00:00-05:00,2023-01-01T08:00:00+00:00,WEST,AEP,AEPOPT
2023-01-01T02:00:00-05:00,2023-01-01T07:00:00+00:00,2023-01-01T03:00:00-05:00,2023-01-01T08:00:00+00:00,WEST,AP,AP
2023-01-01T02:00:00-05:00,2023-01-01T07:00:00+00:00,2023-01-01T03:00:00-05:00,2023-01-01T08:00:00+00:00,WEST,ATSI,OE
2023-01-01T02:00:00-05:00,2023-01-01T07:00:00+00:00,2023-01-01T03:00:00-05:00,2023-01-01T08:00:00+00:00,WEST,ATSI,PAPWR
2023-01-01T02:00:00-05:00,2023-01-01T07:00:00+00:00,2023-01-01T03:00:00-05:00,2023-01-01T08:00:00+00:00,WEST,CE,CE
2023-01-01T02:00:00-05:00,2023-01-01T07:00:00+00:00,2023-01-01T03:00:00-05:00,2023-01-01T08:00:00+00:00,WEST,DAY,DAY
2023-01-01T02:00:00-05:00,2023-01-01T07:00:00+00:00,2023-01-01T03:00:00-05:00,2023-01-01T08:00:00+00:00,WEST,DEOK,DEOK
2023-01-01T02:00:00-05:00,2023-01-01T07:00:00+00:00,2023-01-01T03:00:00-05:00,2023-01-01T08:00:00+00:00,WEST,DUQ,DUQ
2023-01-01T02:00:00-05:00,2023-01-01T07:00:00+00:00,2023-01-01T03:00:00-05:00,2023-01-01T08:00:00+00:00,WEST,EKPC,EKPC
2023-01-01T02:00:00-05:00,2023-01-01T07:00:00+00:00,2023-01-01T03:00:00-05:00,2023-01-01T08:00:00+00:00,WEST,OVEC,OVEC
2023-01-01T03:00:00-05:00,2023-01-01T08:00:00+00:00,2023-01-01T04:00:00-05:00,2023-01-01T09:00:00+00:00,MIDATL,AE,AECO
2023-01-01T03:00:00-05:00,2023-01-01T08:00:00+00:00,2023-01-01T04:00:00-05:00,2023-01-01T09:00:00+00:00,MIDATL,AE,VMEU
2023-01-01T03:00:00-05:00,2023-01-01T08:00:00+00:00,2023-01-01T04:00:00-05:00,2023-01-01T09:00:00+00:00,MIDATL,BC,BC
2023-01-01T03:00:00-05:00,2023-01-01T08:00:00+00:00,2023-01-01T04:00:00-05:00,2023-01-01T09:00:00+00:00,MIDATL,DPL,DPLCO
2023-01-01T03:00:00-05:00,2023-01-01T08:00:00+00:00,2023-01-01T04:00:00-05:00,2023-01-01T09:00:00+00:00,MIDATL,DPL,EASTON
2023-01-01T03:00:00-05:00,2023-01-01T08:00:00+00:00,2023-01-01T04:00:00-05:00,2023-01-01T09:00:00+00:00,MIDATL,JC,JC
2023-01-01T03:00:00-05:00,2023-01-01T08:00:00+00:00,2023-01-01T04:00:00-05:00,2023-01-01T09:00:00+00:00,MIDATL,ME,ME
2023-01-01T03:00:00-05:00,2023-01-01T08:00:00+00:00,2023-01-01T04:00:00-05:00,2023-01-01T09:00:00+00:00,MIDATL,PE,PE
2023-01-01T03:00:00-05:00,2023-01-01T08:00:00+00:00,2023-01-01T04:00:00-05:00,2023-01-01T09:00:00+00:00,MIDATL,PEP,PEPCO
2023-01-01T03:00:00-05:00,2023-01-01T08:00:00+00:00,2023-01-01T04:00:00-05:00,2023-01-01T09:00:00+00:00,MIDATL,PEP,SMECO
2023-01-01T03:00:00-05:00,2023-01-01T08:00:00+00:00,2023-01-01T04:00:00-05:00,2023-01-01T09:00:00+00:00,MIDATL,PL,PLCO
2023-01-01T03:00:00-05:00,2023-01-01T08:00:00+00:00,2023-01-01T04:00:00-05:00,2023-01-01T09:00:00+00:00,MIDATL,PL,UGI
2023-01-01T03:00:00-05:00,2023-01-01T08:00:00+00:00,2023-01-01T04:00:00-05:00,2023-01-01T09:00:00+00:00,MIDATL,PN,PN
2023-01-01T03:00:00-05:00,2023-01-01T08:00:00+00:00,2023-01-01T04:00:00-05:00,2023-01-01T09:00:00+00:00,MIDATL,PS,PS
2023-01-01T03:00:00-05:00,2023-01-01T08:00:00+00:00,2023-01-01T04:00:00-05:00,2023-01-01T09:00:00+00:00,MIDATL,RECO,RECO
2023-01-01T03:00:00-05:00,2023-01-01T08:00:00+00:00,2023-01-01T04:00:00-05:00,2023-01-01T09:00:00+00:00,RTO,RTO,RTO
2023-01-01T03:00:00-05:00,2023-01-01T08:00:00+00:00,2023-01-01T04:00:00-05:00,2023-01-01T09:00:00+00:00,SOUTH,DOM,DOM
2023-01-01T03:00:00-05:00,2023-01-01T08:00:00+00:00,2023-01-01T04:00:00-05:00,2023-01-01T09:00:00+00:00,WEST,AEP,AEPAPT
2023-01-01T03:00:00-05:00,2023-01-01T08:00:00+00:00,2023-01-01T04:00:00-05:00,2023-01-01T09:00:00+00:00,WEST,AEP,AEPIMP
2023-01-01T03:00:00-05:00,2023-01-01T08:00:00+00:00,2023-01-01T04:00:00-05:00,2023-01-01T09:00:00+00:00,WEST,AEP,AEPKPT
2023-01-01T03:00:00-05:00,2023-01-01T08:00:00+00:00,2023-01-01T04:00:00-05:00,2023-01-01T09:00:00+00:00,WEST,AEP,AEPOPT
2023-01-01T03:00:00-05:00,2023-01-01T08:00:00+00:00,2023-01-01T04:00:00-05:00,2023-01-01T09:00:00+00:00,WEST,AP,AP
2023-01-01T03:00:00-05:00,2023-01-01T08:00:00+00:00,2023-01-01T04:00:00-05:00,2023-01-01T09:00:00+00:00,WEST,ATSI,OE
2023-01-01T03:00:00-05:00,2023-01-01T08:00:00+00:00,2023-01-01T04:00:00-05:00,2023-01-01T09:00:00+00:00,WEST,ATSI,PAPWR
2023-01-01T03:00:00-05:00,2023-01-01T08:00:00+00:00,2023-01-01T04:00:00-05:00,2023-01-01T09:00:00+00:00,WEST,CE,CE
2023-01-01T03:00:00-05:00,2023-01-01T08:00:00+00:00,2023-01-01T04:00:00-05:00,2023-01-01T09:00:00+00:00,WEST,DAY,DAY
2023-01-01T03:00:00-05:00,2023-01-01T08:00:00+00:00,2023-01-01T04:00:00-05:00,2023-01-01T09:00:00+00:00,WEST,DEOK,DEOK
2023-01-01T03:00:00-05:00,2023-01-01T08:00:00+00:00,2023-01-01T04:00:00-05:00,2023-01-01T09:00:00+00:00,WEST,DUQ,DUQ
2023-01-01T03:00:00-05:00,2023-01-01T08:00:00+00:00,2023-01-01T04:00:00-05:00,2023-01-01T09:00:00+00:00,WEST,EKPC,EKPC
2023-01-01T03:00:00-05:00,2023-01-01T08:00:00+00:00,2023-01-01T04:00:00-05:00,2023-01-01T09:00:00+00:00,WEST,OVEC,OVEC
2023-01-01T04:00:00-05:00,2023-01-01T09:00:00+00:00,2023-01-01T05:00:00-05:00,2023-01-01T10:00:00+00:00,MIDATL,AE,AECO
2023-01-01T04:00:00-05:00,2023-01-01T09:00:00+00:00,2023-01-01T05:00:00-05:00,2023-01-01T10:00:00+00:00,MIDATL,AE,VMEU
2023-01-01T04:00:00-05:00,2023-01-01T09:00:00+00:00,2023-01-01T05:00:00-05:00,2023-01-01T10:00:00+00:00,MIDATL,BC,BC
2023-01-01T04:00:00-05:00,2023-01-01T09:00:00+00:00,2023-01-01T05:00:00-05:00,2023-01-01T10:00:00+00:00,MIDATL,DPL,DPLCO
2023-01-01T04:00:00-05:00,2023-01-01T09:00:00+00:00,2023-01-01T05:00:00-05:00,2023-01-01T10:00:00+00:00,MIDATL,DPL,EASTON
2023-01-01T04:00:00-05:00,2023-01-01T09:00:00+00:00,2023-01-01T05:00:00-05:00,2023-01-01T10:00:00+00:00,MIDATL,JC,JC
2023-01-01T04:00:00-05:00,2023-01-01T09:00:00+00:00,2023-01-01T05:00:00-05:00,2023-01-01T10:00:00+00:00,MIDATL,ME,ME
2023-01-01T04:00:00-05:00,2023-01-01T09:00:00+00:00,2023-01-01T05:00:00-05:00,2023-01-01T10:00:00+00:00,MIDATL,PE,PE
2023-01-01T04:00:00-05:00,2023-01-01T09:00:00+00:00,2023-01-01T05:00:00-05:00,2023-01-01T10:00:00+00:00,MIDATL,PEP,PEPCO
2023-01-01T04:00:00-05:00,2023-01-01T09:00:00+00:00,2023-01-01T05:00:00-05:00,2023-01-01T10:00:00+00:00,MIDATL,PEP,SMECO
2023-01-01T04:00:00-05:00,2023-01-01T09:00:00+00:00,2023-01-01T05:00:00-05:00,2023-01-01T10:00:00+00:00,MIDATL,PL,PLCO
2023-01-01T04:00:00-05:00,2023-01-01T09:00:00+00:00,2023-01-01T05:00:00-05:00,2023-01-01T10:00:00+00:00,MIDATL,PL,UGI
2023-01-01T04:00:00-05:00,2023-01-01T09:00:00+00:00,2023-01-01T05:00:00-05:00,2023-01-01T10:00:00+00:00,MIDATL,PN,PN
2023-01-01T04:00:00-05:00,2023-01-01T09:00:00+00:00,2023-01-01T05:00:00-05:00,2023-01-01T10:00:00+00:00,MIDATL,PS,PS
2023-01-01T04:00:00-05:00,2023-01-01T09:00:00+00:00,2023-01-01T05:00:00-05:00,2023-01-01T10:00:00+00:00,MIDATL,RECO,RECO
2023-01-01T04:00:00-05:00,2023-01-01T09:00:00+00:00,2023-01-01T05:00:00-05:00,2023-01-01T10:00:00+00:00,RTO,RTO,RTO
2023-01-01T04:00:00-05:00,2023-01-01T09:00:00+00:00,2023-01-01T05:00:00-05:00,2023-01-01T10:00:00+00:00,SOUTH,DOM,DOM
2023-01-01T04:00:00-05:00,2023-01-01T09:00:00+00:00,2023-01-01T05:00:00-05:00,2023-01-01T10:00:00+00:00,WEST,AEP,AEPAPT
2023-01-01T04:00:00-05:00,2023-01-01T09:00:00+00:00,2023-01-01T05:00:00-05:00,2023-01-01T10:00:00+00:00,WEST,AEP,AEPIMP
2023-01-01T04:00:00-05:00,2023-01-01T09:00:00+00:00,2023-01-01T05:00:00-05:00,2023-01-01T10:00:00+00:00,WEST,AEP,AEPKPT
2023-01-01T04:00:00-05:00,2023-01-01T09:00:00+00:00,2023-01-01T05:00:00-05:00,2023-01-01T10:00:00+00:00,WEST,AEP,AEPOPT
2023-01-01T04:00:00-05:00,2023-01-01T09:00:00+00:00,2023-01-01T05:00:00-05:00,2023-01-01T10:00:00+00:00,WEST,AP,AP
2023-01-01T04:00:00-05:00,2023-01-01T09:00:00+00:00,2023-01-01T05:00:00-05:00,2023-01-01T10:00:00+00:00,WEST,ATSI,OE
2023-01-01T04:00:00-05:00,2023-01-01T09:00:00+00:00,2023-01-01T05:00:00-05:00,2023-01-01T10:00:00+00:00,WEST,ATSI,PAPWR
2023-01-01T04:00:00-05:00,2023-01-01T09:00:00+00:00,2023-01-01T05:00:00-05:00,2023-01-01T10:00:00+00:00,WEST,CE,CE
2023-01-01T04:00:00-05:00,2023-01-01T09:00:00+00:00,2023-01-01T05:00:00-05:00,2023-01-01T10:00:00+00:00,WEST,DAY,DAY
2023-01-01T04:00:00-05:00,2023-01-01T09:00:00+00:00,2023-01-01T05:00:00-05:00,2023-01-01T10:00:00+00:00,WEST,DEOK,DEOK
2023-01-01T04:00:00-05:00,2023-01-01T09:00:00+00:00,2023-01-01T05:00:00-05:00,2023-01-01T10:00:00+00:00,WEST,DUQ,DUQ
2023-01-01T04:00:00-05:00,2023-01-01T09:00:00+00:00,2023-01-01T05:00:00-05:00,2023-01-01T10:00:00+00:00,WEST,EKPC,EKPC
2023-01-01T04:00:00-05:00,2023-01-01T09:00:00+00:00,2023-01-01T05:00:00-05:00,2023-01-01T10:00:00+00:00,WEST,OVEC,OVEC
2023-01-01T05:00:00-05:00,2023-01-01T10:00:00+00:00,2023-01-01T06:00:00-05:00,2023-01-01T11:00:00+00:00,MIDATL,AE,AECO
2023-01-01T05:00:00-05:00,2023-01-01T10:00:00+00:00,2023-01-01T06:00:00-05:00,2023-01-01T11:00:00+00:00,MIDATL,AE,VMEU
2023-01-01T05:00:00-05:00,2023-01-01T10:00:00+00:00,2023-01-01T06:00:00-05:00,2023-01-01T11:00:00+00:00,MIDATL,BC,BC
2023-01-01T05:00:00-05:00,2023-01-01T10:00:00+00:00,2023-01-01T06:00:00-05:00,2023-01-01T11:00:00+00:00,MIDATL,DPL,DPLCO
2023-01-01T05:00:00-05:00,2023-01-01T10:00:00+00:00,2023-01-01T06:00:00-05:00,2023-01-01T11:00:00+00:00,MIDATL,DPL,EASTON
2023-01-01T05:00:00-05:00,2023-01-01T10:00:00+00:00,2023-01-01T06:00:00-05:00,2023-01-01T11:00:00+00:00,MIDATL,JC,JC
2023-01-01T05:00:00-05:00,2023-01-01T10:00:00+00:00,2023-01-01T06:00:00-05:00,2023-01-01T11:00:00+00:00,MIDATL,ME,ME
2023-01-01T05:00:00-05:00,2023-01-01T10:00:00+00:00,2023-01-01T06:00:00-05:00,2023-01-01T11:00:00+00:00,MIDATL,PE,PE
2023-01-01T05:00:00-05:00,2023-01-01T10:00:00+00:00,2023-01-01T06:00:00-05:00,2023-01-01T11:00:00+00:00,MIDATL,PEP,PEPCO
2023-01-01T05:00:00-05:00,2023-01-01T10:00:00+00:00,2023-01-01T06:00:00-05:00,2023-01-01T11:00:00+00:00,MIDATL,PEP,SMECO
2023-01-01T05:00:00-05:00,2023-01-01T10:00:00+00:00,2023-01-01T06:00:00-05:00,2023-01-01T11:00:00+00:00,MIDATL,PL,PLCO
2023-01-01T05:00:00-05:00,2023-01-01T10:00:00+00:00,2023-01-01T06:00:00-05:00,2023-01-01T11:00:00+00:00,MIDATL,PL,UGI
2023-01-01T05:00:00-05:00,2023-01-01T10:00:00+00:00,2023-01-01T06:00:00-05:00,2023-01-01T11:00:00+00:00,MIDATL,PN,PN
2023-01-01T05:00:00-05:00,2023-01-01T10:00:00+00:00,2023-01-01T06:00:00-05:00,2023-01-01T11:00:00+00:00,MIDATL,PS,PS
2023-01-01T05:00:00-05:00,2023-01-01T10:00:00+00:00,2023-01-01T06:00:00-05:00,2023-01-01T11:00:00+00:00,MIDATL,RECO,RECO
2023-01-01T05:00:00-05:00,2023-01-01T10:00:00+00:00,2023-01-01T06:00:00-05:00,2023-01-01T11:00:00+00:00,RTO,RTO,RTO
2023-01-01T05:00:00-05:00,2023-01-01T10:00:00+00:00,2023-01-01T06:00:00-05:00,2023-01-01T11:00:00+00:00,SOUTH,DOM,DOM
2023-01-01T05:00:00-05:00,2023-01-01T10:00:00+00:00,2023-01-01T06:00:00-05:00,2023-01-01T11:00:00+00:00,WEST,AEP,AEPAPT
2023-01-01T05:00:00-05:00,2023-01-01T10:00:00+00:00,2023-01-01T06:00:00-05:00,2023-01-01T11:00:00+00:00,WEST,AEP,AEPIMP
2023-01-01T05:00:00-05:00,2023-01-01T10:00:00+00:00,2023-01-01T06:00:00-05:00,2023-01-01T11:00:00+00:00,WEST,AEP,AEPKPT
2023-01-01T05:00:00-05:00,2023-01-01T10:00:00+00:00,2023-01-01T06:00:00-05:00,2023-01-01T11:00:00+00:00,WEST,AEP,AEPOPT
2023-01-01T05:00:00-05:00,2023-01-01T10:00:00+00:00,2023-01-01T06:00:00-05:00,2023-01-01T11:00:00+00:00,WEST,AP,AP
2023-01-01T05:00:00-05:00,2023-01-01T10:00:00+00:00,2023-01-01T06:00:00-05:00,2023-01-01T11:00:00+00:00,WEST,ATSI,OE
2023-01-01T05:00:00-05:00,2023-01-01T10:00:00+00:00,2023-01-01T06:00:00-05:00,2023-01-01T11:00:00+00:00,WEST,ATSI,PAPWR
2023-01-01T05:00:00-05:00,2023-01-01T10:00:00+00:00,2023-01-01T06:00:00-05:00,2023-01-01T11:00:00+00:00,WEST,CE,CE
2023-01-01T05:00:00-05:00,2023-01-01T10:00:00+00:00,2023-01-01T06:00:00-05:00,2023-01-01T11:00:00+00:00,WEST,DAY,DAY
2023-01-01T05:00:00-05:00,2023-01-01T10:00:00+00:00,2023-01-01T06:00:00-05:00,2023-01-01T11:00:00+00:00,WEST,DEOK,DEOK
2023-01-01T05:00:00-05:00,2023-01-01T10:00:00+00:00,2023-01-01T06:00:00-05:00,2023-01-01T11:00:00+00:00,WEST,DUQ,DUQ
2023-01-01T05:00:00-05:00,2023-01-01T10:00:00+00:00,2023-01-01T06:00:00-05:00,2023-01-01T11:00:00+00:00,WEST,EKPC,EKPC
2023-01-01T05:00:00-05:00,2023-01-01T10:00:00+00:00,2023-01-01T06:00:00-05:00,2023-01-01T11:00:00+00:00,WEST,OVEC,OVEC
2023-01-01T06:00:00-05:00,2023-01-01T11:00:00+00:00,2023-01-01T07:00:00-05:00,2023-01-01T12:00:00+00:00,MIDATL,AE,AECO
2023-01-01T06:00:00-05:00,2023-01-01T11:00:00+00:00,2023-01-01T07:00:00-05:00,2023-01-01T12:00:00+00:00,MIDATL,AE,VMEU
2023-01-01T06:00:00-05:00,2023-01-01T11:00:00+00:00,2023-01-01T07:00:00-05:00,2023-01-01T12:00:00+00:00,MIDATL,BC,BC
2023-01-01T06:00:00-05:00,2023-01-01T11:00:00+00:00,2023-01-01T07:00:00-05:00,2023-01-01T12:00:00+00:00,MIDATL,DPL,DPLCO
2023-01-01T06:00:00-05:00,2023-01-01T11:00:00+00:00,2023-01-01T07:00:00-05:00,2023-01-01T12:00:00+00:00,MIDATL,DPL,EASTON
2023-01-01T06:00:00-05:00,2023-01-01T11:00:00+00:00,2023-01-01T07:00:00-05:00,2023-01-01T12:00:00+00:00,MIDATL,JC,JC
2023-01-01T06:00:00-05:00,2023-01-01T11:00:00+00:00,2023-01-01T07:00:00-05:00,2023-01-01T12:00:00+00:00,MIDATL,ME,ME
2023-01-01T06:00:00-05:00,2023-01-01T11:00:00+00:00,2023-01-01T07:00:00-05:00,2023-01-01T12:00:00+00:00,MIDATL,PE,PE
2023-01-01T06:00:00-05:00,2023-01-01T11:00:00+00:00,2023-01-01T07:00:00-05:00,2023-01-01T12:00:00+00:00,MIDATL,PEP,PEPCO
2023-01-01T06:00:00-05:00,2023-01-01T11:00:00+00:00,2023-01-01T07:00:00-05:00,2023-01-01T12:00:00+00:00,MIDATL,PEP,SMECO
2023-01-01T06:00:00-05:00,2023-01-01T11:00:00+00:00,2023-01-01T07:00:00-05:00,2023-01-01T12:00:00+00:00,MIDATL,PL,PLCO
